id,message,updated_time,location,distance (km),price,total comments,link
110354088989367_1626980337326727,"Only female - Available 2 august - Twin room - downtown - only for $700 - gym, jacuzzi and pool 
$700 - Downtown Toronto

I have two condos available 2 august. If you sign a lease for at least 8 months, the price will go down to 

Twin room: $790/person
Triple room: $700/person

If you sign a lease for at least 4 months, but less than 8 months, the price will be 

Twin room: $890/person
Triple room: $750/person 

Only female students or young professional females. Other roommates are female students as well.

This is a luxurious condo in downtown Toronto. You will get fully furnished room, with all utilities included with amazing facilities, such as indoor pool, sauna, gym, game room and so on.

The condo is between Union station and CN Tower.

If you want to be at the heart of downtown and pay less, this is the best solution. You will share your room with another female student.",2017-08-01T13:12:29+0000,,,$700,10,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1626980337326727"">link</a>"
110354088989367_1635412953150132,"culpepper dr
$500

newly renovated home !!!
All inclusive full furnished rooms available for September 1st.
multi unit (apartment) 
(3bed + 2 washrooms upstair+ kitchen / 4bed +2 washroom+ kitchen)

parties are not allowed!!
no pet, no smoking",2017-08-12T18:36:22+0000,culpepper,1.868,$500,10,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1635412953150132"">link</a>"
142679255268_10155242223370269,"Close to University of Waterloo! Student Rooms for Rent!
$525 - Waterloo, Ontario

308 TollGate Blvd.  Licensed 5 bedroom, 2 bath home in quiet residential neighbourhood, just a few minutes walk to University of Waterloo. Close to University of Waterloo soccer fields. 
Rent is $525.00 pp/month. including utilities. 
Parking for 2 cars. Laundry onsite. Bus #9 and expess bus.  Ideal for groups of 2, 3, or 5 students. Singles welcome. 
To view: carolhammer8@gmail.com",2017-07-20T03:52:49+0000,308 tollgate,2.26,$525,10,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155242223370269"">link</a>"
142679255268_10155259962520269,"FOR COOP STUDENTS IN TORONTO FOR FALL 2017 - 241 Combe Ave
$695 - North York, ON

UPDATE: ALL TAKEN

2 rooms available for rent starting for Fall Term 2017

- Internet, Hydro, Laundry all inclusive!
- An 800 m walk from Sheppard West (formerly Downsview) subway station and house located right next to 3 TTC bus stops
- Parking spots available
- Fully furnished with a shared kitchen and fridge
- Large space and very clean! 

PM if interested ! :)",2017-07-17T00:24:23+0000, north,1.771,$695,10,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155259962520269"">link</a>"
110354088989367_1653033724721388,"The Hub - Last One, Two, and Three Bedroom Suites Remaining!!!
$1,205 - Waterloo, Ontario

Luxurious suites available for young professionals!

- Expansive community promenade home to local festivals and events
-  Modern designs and finishes (granite counter-tops, full wood cabinetry, wood flooring)
- On-call maintenance services and security services
- Lobby with controlled secure FOB access
- Resident amenities (rooftop terraces, laundry rooms, lounge and party room) 
- Heated underground parking garage 
- Geothermal heating and cooling",2017-09-04T17:37:44+0000,hub,3.921,"$1,205",10,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1653033724721388"">link</a>"
110354088989367_1661463087211785,"Food 
$50 - Waterloo, Ontario

I offer and deliver students food packages for the whole week, if anyone is interested in home made fresh food then send me a message for details. Ill be happy to serve you :)",2017-09-05T15:04:01+0000,sage,1.153,$50,10,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1661463087211785"">link</a>"
110354088989367_1624420667582694,"ONLY ONE FULL UNIT LEFT @ 188 King!!
$595 - Victoria Hills

OUR LAST ROOMS AVAILABLE @ 188 KING!

- 5 bedroom, 2 bathroom suites
- SO SPACIOUS! Oversized bedrooms and living areas
- Fully furnished with double beds AND 2 fridges in every suite!
- ONLY $595 + hydro (~$15/person/month)
- SO CLOSE TO LAURIER!
- Quick bus to UW, Uptown, Etc.
- 12 MONTH SEPTEMBER LEASES ONLY.

TEXT 519-897-0019 or message for details!",2017-08-10T13:55:42+0000,188 king,1.427,$595,10,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1624420667582694"">link</a>"
110354088989367_1663610493663711,"JANUARY TO APRIL 2018 WINTER SUBLET
ICON - 330 Phillip Street
2 Rooms Available in a Bond Suite.
Rooftop basketball court.
Games room (foosball, billiards, ping pong).
Gym (bench press, squat rack, free weights, top floor yoga room w/ bikes, etc).
Sauna.
Wi-fi in each unit, ethernet ports in each room. 
Washer/Dryer in each unit (free).
Message me or Jason Ta",2017-09-05T01:18:56+0000,330 phillip street,0.772,,10,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1663610493663711"">link</a>"
110354088989367_1541029552588473,"7-9 255 Sunview sublet
$500 - Waterloo, Ontario

maximum 10 minutes walk  to campus
5 minutes walk to supermarket
bus stop nearby
en-suite washroom
en-suite closet
Queen size bed
Bookshelf
Floor-to-ceiling window
Private balcony",2017-08-10T16:35:20+0000,255 sunview,0.75,$500,10,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1541029552588473"">link</a>"
142679255268_10155126636590269,"228 Albert Street, 2 Bedroom Suite 
$1,400

September 2017- September 2018 Lease Takeover

- Fully furnished 
- Internet included  
- 5 min walk to Laurier 
- 10 min walk to UW 
- Bus stop out front (7,8,9,12,29)
- Huge floor to ceiling windows in each room
- Spacious kitchen and living room
- Lots of storage and closet space
- Laundry on-site
- Parking available",2017-08-18T17:05:44+0000,228 albert street,0.889,"$1,400",10,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155126636590269"">link</a>"
142679255268_10155381783125269,"2/2 BR Icon Sublet
$1 - University of Waterloo

2/2 BR ICON BOND suite sublet. Contact if interested. 
Beginning winter 2018 term. 
In-suite laundry. 
All inclusive.",2017-08-28T15:41:07+0000,icon,0.761,$1,9,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155381783125269"">link</a>"
110354088989367_1573896815968413,"3/4 rooms available for lease takeover (Fall 2017)
$550 - Waterloo, Ontario

*303 Westcourt Place (1 year lease)*
3/4 rooms available for lease takeover for Fall 2017. All utilities included except internet. 
Location is very close to uwaterloo and a few bus stops (5-10 min walk)",2017-08-13T01:35:42+0000,303 westcourt place,0.804,$550,9,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1573896815968413"">link</a>"
110354088989367_1279887745369323,"LAST MINUTE BLOW OUT 8 Months lease!  21 Bricker 
$540 - Waterloo, Ontario

21 Bricker Avenue - Fully Furnished 

8 Months Sept: $540per month 

Includes: gas, water, in suite laundry, fully furnished

With a prime location across the street from the Bricker Academic building, 
21 Bricker Avenue is one of our most popular buildings for Laurier students!

Units are available in four and five bedroom layouts with two full bathrooms and in-suite laundry.

Tenants will love the open-concept tiled kitchen with plenty of cabinet space and double fridges.

A perfect choice for students who want to be close to shops, restaurants, and nightlife in Uptown Waterloo.",2017-09-08T13:51:07+0000,21 bricker,1.271,$540,9,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1279887745369323"">link</a>"
142679255268_10155311185255269,"* Rooms in a very large house.
* 4 month lease starting SEP
* Near Westmount & Union
* Close to UW (only 6 minute on the bus).
* Bus runs every 6-7 minutes during busy times!
-------------------
Price: 600-750$.
-------------------
* Features: All inclusive (Utility+Internet), Complimentary Furnished, AC, Washer Dryer.",2017-07-28T04:01:51+0000, westmount,2.536,,9,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155311185255269"">link</a>"
110354088989367_1621223931235701,"2o17 Hyundai Elantra Gl, 1 year lease takeover
$50 - Harbourfront (Toronto)

-Transferring out 2017 Hyundai Elantra GL because I no longer need it. 
-This car was leased on August 1st,2016 under a 2 year contract, and was driven 13500km. 
-Starting August 1st,2017, the car has exactly 12 months remaining, and 26000km available. 
-I made a down pay of $5894 and I would like half of it, $2948 back from you up front, on wards you will pay Hyundai $25 bi weekly for 12 months. 
-Hyundai will charge a lease transfer fee of $1000 and $160 for the safety check(which insure the car is in good condition so you would not be charged when returning the car) , and I am willing to cover that cost 
-The car is very new and is in perfect condition 
-The car has heated seats, back up camera, blind spot detection, heated wheel . 
-The car is cheap on gas , ($43/600km) , very cheap insurance ,(I had a G2 and lived in Toronto, only paid $250/month.
 -Please call me at 416 837 6720 ASAP as it is so close to August 1st,2017.

Thanks",2017-07-31T21:09:07+0000,,,$50,9,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1621223931235701"">link</a>"
110354088989367_1658264734198287,"2 rooms still available in a house at Hazel/Columbia, $500 all in
$500 - Waterloo, Ontario

2 rooms available at Hazel/Columbia.

12-month leases for $500/month, and 8-month leases for $550/month. No 4-month terms available.

Price is all-in, including all utilities, high-speed internet, AND furnishings. 

Here are some details:
- 414 Tamarack Drive, Waterloo
- Walking distance to WLU and UW
- Large, spacious units
- Ensuite Washer and Dryer
- Rooms Furnished with Bed frame/mattress, Desk, and Chair
- Large, bright kitchen
- Spacious backyard 
- Close to GRT route, including iExpress 

Please contact for more information!
ph: 416-220-0112",2017-08-31T12:56:15+0000, hazel,1.386,$500,9,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1658264734198287"">link</a>"
110354088989367_1592941184063976,"SEPTEMBER 2017 SUBLET 
$500 - Waterloo, Ontario

SEPTEMBER 2017 (1 year lease) 
135 Longwood Drive
[DETAILS]: 
-All inclusive (hydro, utilities) 
- High speed internet
- Free Laundry 
- Close to university of Waterloo and Wilfrid Laurier University
- Free parking 
- First floor: 3 bedrooms and 1 washroom 
- basement: 3 bedroom and 1 washroom 
- 1 min walk to bus stop (9) 
- Price Negotiable",2017-08-24T20:33:43+0000,135 longwood drive,2.209,$500,9,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1592941184063976"">link</a>"
110354088989367_1617652594926168,"* Rooms in a very large house.
* 4 month lease starting SEP
* Near Westmount & Union
* Close to UW (only 6 minute on the bus).
* Bus runs every 6-7 minutes during busy times!
-------------------
Price: 600-750$.
-------------------
* Features: All inclusive (Utility+Internet), Complimentary Furnished, AC, Washer Dryer.",2017-07-22T23:00:10+0000, westmount,2.536,,9,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1617652594926168"">link</a>"
110354088989367_1649962418361852,"Icon Rubix Unit Available 

Available for September 1st.

All three bedrooms have windows -great views - corner unit - 20th floor + South Tower. Inbox for inquiries.",2017-08-22T07:22:13+0000,icon,0.761,,8,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1649962418361852"">link</a>"
142679255268_10155323673005269,"If you are interested in subletting a room at Fergus house (new rez-one building behind pizza nova on Philip and University) from Jan2018-April2018, comment below and I'll message you.

 4 rooms currently available in the suite.",2017-08-06T17:27:11+0000,sage,1.153,,8,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155323673005269"">link</a>"
110354088989367_1657368857621208,"Single Room @ Velocity Residence (Fall 2017)
$1

Offering up my place at Velocity Residence for the Fall. If you're a full-time student or just on co-op at Waterloo. Message me!",2017-09-01T08:39:25+0000, residence,0.398,$1,8,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1657368857621208"">link</a>"
142679255268_10155368771775269,"1/3 rooms
$850 - University of Waterloo

Fall 2017 
330 Phillips St.
All boys apartment.
One room with window, (washroom shared with one other roommate)
-Utilities (hydro, gas, electricity) included
-5 min walk to UW, 10 min walk to WLU
-fully furnished kitchen, bed and living room
-hi-speed internet
-Got a gym (24/7 running), theater, basketball court, parking, and en suite laundry.
-ensuite laundry/washrooms
-shuttles to campus and grocery stores
- Price negotiable",2017-08-23T11:12:10+0000,,,$850,8,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155368771775269"">link</a>"
110354088989367_1661782477179846,"Lease Takeover at 321 Lester St. Unit 304
$599 - Waterloo, Ontario

Have 1 room available at 321 Lester St can move in immediately
- 4 bedroom, 2 washroom Suite Style A
- Unlimited High-Speed internet 
- Open-concept floor plans
- Sleek, urban finishes 
- Social lounge with pool table 
- Laundry onsite 
- TV in Social Lounge complete with cable (including TSN, HBO, AMC 
and TMN)
- Study suite with individua study carrels 
- Group study table 
- Kitchen peninsulas + black appliances
- Full balconies
- Some bedrooms feature a powder room + their own balcony 
- Fully furnished
virtual tour: https://my.matterport.com/show/?m=1Um9CC167FF&utm_source=4",2017-09-06T22:50:49+0000,321 lester st,0.814,$599,8,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1661782477179846"">link</a>"
